Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Soil_Type
2235,174,31,212,110,1116,221,238,126,525,3
2221,150,33,170,101,1082,241,219,80,474,3
2352,328,3,323,89,1045,212,236,162,730,6
3210,162,9,42,0,3843,229,243,145,2835,23
2868,94,22,450,114,1668,248,200,69,886,13
2835,218,9,192,83,2249,211,249,174,649,33
2114,114,11,30,3,1230,240,229,118,1168,17
2111,10,7,0,0,1224,213,226,151,1154,17
2121,331,27,0,0,1213,148,196,182,1127,17
2140,320,32,60,33,1200,124,192,199,1048,10
2155,312,28,108,46,1237,135,207,206,1024,10
2273,185,16,443,115,1379,221,249,156,864,2
2270,158,27,402,130,1315,237,232,106,780,3
2238,139,25,323,108,1233,248,222,87,671,3
2219,141,20,268,93,1195,245,230,105,618,3
2214,159,28,170,89,1123,236,231,105,516,3
2134,117,32,42,21,1020,254,192,39,366,3
2033,20,5,0,0,484,217,229,150,607,14
2362,268,22,350,109,384,159,243,220,690,10
2118,185,6,0,0,1208,221,244,158,1209,17
2118,342,8,0,0,1201,203,228,164,1195,17
2129,336,29,85,12,1170,144,187,174,1092,10
2183,315,34,108,75,1170,113,191,208,1065,10
2148,150,33,60,28,1073,241,217,77,426,3
2111,308,5,0,0,1025,205,237,171,362,4
2266,358,12,0,0,902,202,218,154,433,6
2327,320,20,162,102,979,166,218,190,618,5
2114,135,18,0,0,1205,245,230,107,1282,1
2115,289,11,30,0,1179,190,239,189,1235,17
2124,309,20,30,6,1172,162,223,199,1221,17
2152,357,20,0,0,990,185,201,150,417,10
2284,267,4,210,22,192,209,241,170,306,10
2177,284,23,30,12,1036,149,233,221,592,14
2129,342,1,30,1,1340,217,237,157,1325,17
2119,122,17,0,0,1187,247,224,100,1323,17
2132,304,28,60,16,1142,131,212,215,1248,17
2194,21,28,150,69,1120,190,170,104,1112,10
2237,72,23,228,107,1266,239,189,69,666,10
2223,75,27,201,93,1249,241,178,50,642,10
2205,75,26,175,79,1231,241,183,57,618,10
2173,101,22,95,48,1183,250,204,70,552,10
2278,223,25,108,48,1047,180,254,200,485,1
2323,264,12,162,67,1020,189,245,195,569,5
2050,334,15,0,0,560,184,219,173,708,14
2090,35,26,216,70,258,208,175,90,484,4
2825,112,14,283,71,1837,243,225,108,841,13
2128,73,6,30,0,1350,227,229,136,1351,17
2133,3,15,0,0,1298,199,211,148,1358,17
2130,131,19,42,15,1182,247,226,100,1381,1
2142,288,27,90,21,1113,134,225,226,1275,17
2258,98,20,247,118,1326,248,208,80,732,3
2122,0,3,0,0,1155,215,234,156,499,4
2349,314,17,283,124,1101,172,224,191,570,6
2310,356,7,242,86,1075,209,228,157,283,6
2140,22,11,42,0,1315,213,217,139,1299,17
2130,144,12,30,2,1167,237,238,129,1423,17
2320,350,17,404,137,1326,187,209,159,1060,6
2286,113,14,256,128,1406,244,224,107,824,3
2277,115,19,242,119,1387,249,218,90,799,3
2252,115,26,218,112,1350,254,205,61,750,3
2197,352,26,0,0,1080,166,187,152,558,10
2028,334,24,60,30,297,157,200,178,513,10
2807,98,14,201,53,1921,242,219,103,830,31
2198,143,22,0,0,792,245,230,102,421,4
2182,326,17,0,0,1047,176,219,182,499,10
2144,30,23,42,13,1357,206,183,103,1332,17
2138,27,18,30,7,1374,210,199,120,1362,17
2107,86,9,0,0,1115,234,225,122,1415,17
2108,315,8,30,-6,1103,200,234,174,1399,17
2212,355,29,212,98,1020,160,175,143,1245,10
2331,11,9,361,148,1321,211,222,148,1047,6
2278,138,22,228,120,1429,247,226,97,841,3
2230,116,28,182,90,1357,254,201,55,745,3
2216,121,26,170,76,1340,253,209,66,722,3
2137,117,25,30,11,1248,253,207,66,600,3
2116,26,27,150,70,247,195,170,97,518,10
2109,39,30,124,63,242,205,159,70,514,10
2027,61,23,0,0,268,232,186,75,518,1
2799,111,14,162,45,1963,243,224,107,828,31
2289,168,15,124,27,170,231,245,141,234,11
2190,23,9,0,0,858,215,221,142,391,14
2192,207,19,0,0,907,205,254,178,400,4
2190,141,19,0,0,983,244,232,109,430,14
2369,294,27,301,205,1329,136,222,221,691,10
2171,19,28,42,14,1142,187,168,105,866,17
2159,36,25,30,3,1155,210,178,92,895,17
2169,146,27,30,12,1273,245,225,91,1130,1
2148,52,6,0,0,1302,223,227,140,1189,17
2145,342,20,0,0,1318,175,206,167,1426,17
2123,320,20,30,7,1064,164,217,191,1410,17
2302,342,28,324,177,1064,150,184,165,1243,10
2330,260,5,382,147,1260,207,243,174,1114,6
2305,126,19,277,122,1350,248,223,95,983,3
2238,126,26,162,80,1398,252,212,70,787,3
2211,106,23,150,71,1365,252,205,69,743,3
2244,330,13,0,0,1167,188,224,175,484,10
2063,21,7,0,0,685,215,224,146,853,3
2150,34,26,192,84,309,207,175,91,569,10
3193,88,7,60,-1,3721,231,229,131,3103,23
2184,5,8,30,-12,999,210,225,152,402,10
2229,164,28,30,5,1095,232,235,114,240,1
2131,264,9,30,0,1006,199,244,185,1396,17
2313,350,26,335,188,1025,164,186,154,1269,10
2281,139,21,216,98,1364,246,228,99,949,3
2256,352,30,90,59,1173,155,174,147,666,10
2324,132,14,85,17,1080,242,232,117,124,6
2336,300,16,162,62,1148,175,232,197,474,5
2172,283,22,30,11,1167,153,234,219,797,17
2187,21,32,42,31,1222,181,154,92,940,10
2146,20,26,60,14,1047,191,174,109,1507,10
2130,71,14,0,0,987,235,213,107,1436,17
2345,359,20,488,236,1091,186,200,148,1328,10
2337,66,19,424,156,1140,235,199,88,1248,6
2317,165,18,297,134,1249,233,243,133,1091,6
2311,134,20,277,123,1266,247,226,97,1065,6
2247,140,23,150,84,1401,247,226,94,895,3
2159,114,31,42,19,1370,254,193,42,726,3
2133,339,7,0,0,1328,204,230,164,674,4
2274,6,34,124,77,1200,160,155,116,644,10
3049,181,13,335,59,1836,224,248,154,3773,22
2881,117,16,90,-4,1115,246,223,101,633,32
2891,112,15,342,125,1818,245,223,103,1140,32
2254,145,8,0,0,342,231,239,140,404,10
2253,183,5,0,0,384,221,243,157,450,10
2210,122,22,0,0,765,251,216,81,350,4
2209,327,24,30,4,806,155,206,187,323,14
2376,82,2,408,212,1416,221,236,151,725,6
2339,342,21,371,214,949,172,204,168,1323,10
2350,85,12,424,166,1099,237,220,112,1288,6
2297,183,20,319,116,1190,221,249,151,1158,3
2218,138,28,95,55,1421,249,216,75,870,3
2309,338,18,0,0,1172,177,211,171,242,10
2312,308,15,30,10,1165,177,229,192,212,1
2305,34,10,0,0,1144,219,218,134,212,16
2302,6,13,30,0,1146,204,215,147,242,16
2055,105,21,0,0,361,250,208,75,630,1
2097,10,23,150,70,433,189,188,130,664,10
2253,202,20,0,0,511,207,253,174,592,4
2231,5,19,30,11,1173,192,199,141,342,10
2213,248,5,0,0,1170,209,244,173,511,1
2170,8,23,0,0,1216,187,188,132,792,17
2131,299,6,30,1,911,203,238,174,1465,17
2139,259,21,42,4,902,164,246,218,1454,17
2226,126,25,95,43,1358,252,214,74,934,3
2215,133,29,85,52,1379,251,212,67,912,3
2221,320,30,85,20,1283,129,195,199,631,10
2331,265,11,124,29,1180,192,245,192,134,6
2079,80,7,30,5,819,230,228,131,859,3
2119,310,23,124,49,666,150,217,203,872,10
2133,292,26,150,70,642,139,225,221,853,10
2196,49,10,268,101,492,224,219,128,738,10
2820,334,7,0,0,1374,204,231,166,1087,23
2813,355,21,60,30,2130,181,198,151,957,23
2264,64,6,0,0,258,226,228,136,362,10
2207,45,3,0,0,792,220,232,148,319,14
2208,12,35,120,52,1370,164,148,102,1110,10
2346,107,13,404,159,1032,241,224,110,1343,6
2308,94,24,319,127,1106,249,196,61,1240,3
2257,128,25,127,69,1273,251,216,77,1022,3
2234,121,25,85,51,1315,253,210,68,977,3
2153,133,10,0,0,1468,237,235,128,834,3
2323,7,26,182,79,1299,180,180,129,636,10
2333,333,17,108,36,1218,180,216,175,342,10
2085,99,12,30,5,860,240,223,112,819,3
2997,300,19,481,165,484,164,229,204,1167,30
2865,118,22,268,99,1908,251,214,79,1172,13
2804,115,18,127,40,2021,248,219,93,1040,13
2245,165,19,0,0,658,233,243,133,524,4
2214,146,14,0,0,782,239,237,125,342,14
2332,329,17,297,150,1333,177,217,179,524,10
2366,263,10,417,194,1463,195,245,189,664,6
2285,15,25,90,71,1230,189,180,119,458,10
2343,92,16,361,156,1026,243,214,96,1333,6
2280,196,19,192,99,1172,213,252,167,1134,3
2270,137,25,150,87,1211,249,221,84,1087,3
2247,133,27,108,59,1252,251,215,74,1041,3
2157,103,6,0,0,1403,231,232,134,895,3
2195,22,21,30,13,1385,202,190,118,721,10
2334,343,21,85,22,1236,171,202,166,268,10
2088,95,6,0,0,900,229,231,136,780,3
2807,123,20,127,41,2024,249,220,89,1082,13
2240,186,2,0,0,658,219,240,157,541,10
2264,351,28,210,74,1153,160,181,151,300,10
2342,329,21,319,162,1348,166,210,181,513,10
2355,328,22,361,180,1399,160,208,184,569,10
2372,346,13,511,175,872,195,219,162,1451,6
2315,109,26,297,128,1040,253,200,57,1298,3
2269,194,22,170,89,1149,211,251,164,1153,3
2267,155,25,150,86,1168,240,233,108,1129,3
2248,140,30,108,65,1209,248,215,71,1084,3
2162,27,6,0,0,1360,217,226,145,937,4
2348,49,10,124,39,1283,224,218,127,258,6
2095,104,15,0,0,967,244,220,102,713,3
2160,348,30,162,79,722,148,175,155,942,10
2827,351,3,0,0,1482,214,234,158,1159,23
2874,131,17,295,99,1922,245,228,105,1256,13
2314,145,16,120,18,85,241,236,119,446,11
2279,10,4,0,0,255,215,231,153,424,10
2204,58,14,0,0,1293,229,211,112,658,17
2145,337,17,0,0,787,181,215,171,1566,17
2151,344,19,30,12,779,178,206,165,1556,17
2352,100,16,361,158,942,244,217,98,1415,6
2324,116,26,297,131,999,253,206,63,1340,3
2220,144,32,67,37,1209,245,214,70,1082,3
2174,123,22,0,0,1296,251,217,83,999,4
2206,319,27,283,136,661,139,203,198,900,10
2113,322,33,85,46,514,120,188,197,781,10
2282,50,8,0,0,242,224,222,132,451,11
2200,245,4,0,0,1328,212,243,169,722,17
2281,310,46,108,91,1401,58,162,218,1073,10
2329,344,33,242,176,1233,135,169,159,1289,10
2327,124,25,300,134,957,252,213,74,1381,3
2239,186,26,127,58,1104,214,247,151,1191,3
2174,141,20,0,0,1253,245,230,105,1041,4
2232,332,31,124,-3,1405,135,186,181,836,10
2199,343,30,216,125,743,145,179,163,973,10
2935,105,3,242,15,1170,224,236,147,285,32
2227,58,8,0,0,828,226,224,132,371,14
2232,333,19,30,12,870,173,212,176,313,10
2367,107,21,361,170,858,250,211,79,1498,6
2295,119,24,234,102,966,252,211,73,1350,3
2241,99,28,150,57,1041,252,190,47,1256,3
2227,128,19,127,43,1062,248,225,97,1233,3
2172,128,13,0,0,1211,241,232,118,1084,4
2365,30,22,301,121,1448,207,186,106,591,10
2333,116,7,30,2,1355,233,233,133,256,6
2363,74,20,283,58,1383,239,199,82,300,6
2162,323,37,134,89,577,103,174,197,842,10
2187,325,36,190,125,589,110,177,193,849,10
2897,109,16,270,87,277,245,221,99,725,29
2887,87,10,256,-3,1920,235,224,119,1429,32
2803,118,21,124,34,2082,250,217,84,1211,13
2386,113,20,391,189,799,249,216,86,1565,6
2300,116,24,234,106,924,253,209,70,1392,3
2199,147,28,42,18,1103,244,224,89,1188,3
2260,47,28,30,24,1376,217,168,69,866,10
2104,37,21,0,0,268,214,190,103,872,1
2995,80,4,0,0,2259,225,232,142,4117,23
3025,342,25,537,186,551,162,195,167,1489,30
2896,54,13,242,5,1932,227,212,116,1471,32
2788,121,20,85,19,2124,249,220,90,1214,13
2246,324,21,42,16,891,161,212,188,331,10
2329,0,29,360,124,1188,165,173,135,153,10
2230,318,6,0,0,1413,204,235,169,577,17
2284,90,21,124,70,1410,246,203,76,674,2
2200,76,6,0,0,1415,228,229,136,765,17
2357,46,15,295,179,953,223,205,111,1329,1
2380,123,20,376,183,774,249,220,89,1581,6
2362,107,22,324,165,811,251,208,73,1531,3
2322,105,24,255,125,865,252,202,64,1458,3
2310,104,25,234,116,882,252,199,59,1434,3
2282,114,24,192,88,918,253,208,68,1387,3
2272,61,24,242,92,1499,231,183,72,124,10
2247,38,22,212,67,1532,215,187,98,134,10
2261,43,29,150,58,685,211,163,68,949,10
2228,87,29,30,14,1441,248,178,39,750,4
2203,85,3,0,0,1445,223,234,147,787,17
2206,166,10,30,-25,1476,229,244,145,960,10
2392,167,11,446,195,700,229,244,146,1627,6
2319,111,25,234,122,841,253,203,62,1476,3
2181,36,2,0,0,1084,219,234,152,1211,4
2339,135,4,0,0,1451,227,238,145,362,6
2112,23,9,0,0,1165,215,221,142,547,3
2240,297,30,277,153,853,123,215,225,964,10
2284,352,19,190,53,767,182,203,156,1020,10
3078,52,23,42,2,2742,225,185,83,4006,22
2881,14,16,192,10,1543,203,206,137,1008,31
2241,313,20,30,4,891,161,220,197,391,10
2233,153,11,30,2,1495,233,241,137,636,1
2200,152,8,0,0,1475,230,240,142,811,17
2207,219,16,30,4,1478,199,254,187,830,17
2212,188,22,0,0,1481,216,250,156,850,1
2387,6,13,421,234,1022,203,214,147,1187,6
2349,131,24,295,152,765,251,218,80,1566,3
2325,124,27,242,128,799,253,209,65,1518,3
2299,121,27,192,102,834,253,206,62,1471,3
2249,112,26,108,55,912,254,202,59,1380,3
2187,103,13,0,0,1019,242,222,108,1273,3
2182,62,4,0,0,1041,223,232,145,1253,4
2362,286,23,60,24,1290,151,232,218,914,10
2356,328,21,85,24,1471,166,212,183,361,10
2117,45,4,0,0,1231,221,231,146,484,3
2211,283,26,150,106,696,139,230,226,962,10
2277,0,28,218,61,636,168,177,137,990,10
2164,55,32,0,0,391,221,156,46,900,1
2127,16,25,85,15,277,189,179,118,774,10
2882,80,7,108,11,1610,229,228,133,1103,32
2910,41,5,190,31,1922,220,229,145,1361,32
2165,78,11,0,0,684,234,220,116,1425,1
2384,131,9,430,187,649,235,235,132,1687,6
2264,130,29,127,67,850,252,208,62,1445,3
2193,120,14,0,0,977,244,227,109,1316,3
2358,308,29,153,16,1266,129,208,213,960,10
2394,291,23,212,64,1500,149,229,217,408,10
2186,144,31,67,35,1451,246,217,75,242,3
2830,116,26,190,50,2125,253,206,64,1423,13
2335,205,10,234,60,582,215,249,169,725,4
2389,101,19,295,201,882,248,212,85,1195,1
2168,352,7,0,0,661,208,228,158,1403,16
2381,137,11,424,184,624,238,236,127,1717,6
2211,131,29,42,17,891,252,210,64,1400,3
2371,332,19,30,10,1230,172,212,178,966,10
2379,321,23,60,30,1230,156,212,192,939,10
2386,117,11,216,27,1282,238,230,121,661,6
2386,336,11,192,57,1530,195,225,169,424,10
2151,139,25,30,9,1415,248,222,86,300,3
2134,114,11,0,0,1365,239,229,119,360,3
2184,316,24,153,47,1082,148,211,199,720,10
2300,299,25,175,52,890,144,222,215,1020,10
2286,307,30,270,197,713,124,206,214,1036,10
2216,70,32,0,0,474,235,161,33,926,1
2305,124,5,0,0,108,229,236,140,127,11
2253,312,27,60,13,1583,139,209,205,726,6
2239,128,32,95,42,806,252,202,52,1486,3
2143,27,20,0,0,1237,207,193,115,541,14
2183,303,28,120,46,1124,133,214,216,691,10
2263,290,34,218,145,780,107,213,235,1057,10
2194,12,28,85,19,404,179,171,117,805,10
3017,20,20,162,26,2271,202,194,123,4201,29
2902,325,15,446,143,2629,182,223,180,1130,24
2889,19,11,362,47,2554,212,217,141,1130,31
2236,94,10,0,0,1626,236,226,120,779,17
2261,295,23,85,29,1613,150,227,214,755,6
2290,354,13,95,58,1600,198,217,157,750,2
2425,57,21,365,237,892,229,191,86,1100,6
2336,80,22,300,139,649,243,194,69,1663,3
2262,126,32,150,65,743,253,199,46,1550,3
2202,122,19,30,5,828,249,222,93,1464,3
2376,284,21,124,34,1176,158,235,215,1050,10
2395,343,9,228,59,1495,202,226,163,484,10
2223,349,26,240,86,1064,164,188,156,812,10
2891,86,7,85,6,1691,231,228,130,1003,32
2819,126,22,170,33,2188,250,219,84,1384,13
2780,94,6,42,0,2264,230,231,134,1416,13
2317,150,8,150,42,644,231,240,141,781,4
2337,93,25,300,140,624,249,193,58,1682,3
2322,100,30,270,125,642,252,184,36,1660,3
2264,109,30,180,67,700,254,190,39,1592,3
2200,98,12,30,3,807,239,223,113,1486,3
2184,98,18,30,4,1667,246,213,89,108,3
2180,45,10,0,0,1641,223,219,130,127,3
2161,62,23,30,16,1276,232,186,74,547,2
2305,104,16,120,57,953,245,218,98,1054,11
2250,36,33,90,34,531,197,148,63,892,10
3265,122,9,0,0,3660,236,233,128,3663,38
3050,13,33,228,64,2316,169,153,104,4243,29
2285,326,21,124,34,760,164,212,185,443,10
2383,301,39,256,151,1256,88,192,229,932,10
2188,72,12,0,0,638,233,217,115,1253,1
2188,325,12,0,0,616,190,227,176,1273,16
3175,52,30,570,179,671,219,162,57,1935,30
2796,112,10,85,10,2270,238,229,121,1365,13
2928,32,7,618,86,2800,219,224,142,1200,31
2321,254,19,283,81,1680,174,249,211,874,2
2325,83,11,277,115,1680,236,220,114,892,2
2189,80,10,0,0,618,234,223,120,1231,16
2374,88,23,319,149,525,247,196,67,1790,3
2207,0,28,134,56,1429,166,175,136,418,10
2166,81,26,0,0,1316,244,183,51,560,2
2300,59,33,90,52,993,224,153,37,1090,4
2264,59,27,30,13,969,228,174,62,1150,4
2280,28,26,150,58,904,200,172,96,1176,10
2959,23,12,285,23,1549,212,214,136,664,32
2827,125,18,150,31,2227,247,225,100,1262,13
2338,324,21,228,141,1409,163,213,187,911,10
2394,64,10,324,166,467,230,219,122,1855,6
2337,109,33,258,112,534,254,183,28,1764,3
2205,41,10,30,6,750,221,218,131,1552,3
2200,37,9,0,0,1672,220,220,135,182,3
2261,35,16,0,0,987,216,202,117,1184,10
2283,338,25,216,80,930,157,195,173,1200,10
2332,114,16,108,45,510,246,222,99,726,4
2485,343,14,503,95,1140,191,218,165,516,6
2262,256,7,85,18,1677,204,245,179,900,2
2341,334,24,247,144,1423,159,201,178,892,10
2191,257,8,0,0,534,202,245,181,1231,16
2399,330,14,339,158,404,186,222,175,1905,6
2370,128,9,0,0,1127,235,235,131,741,6
2294,261,19,120,46,983,171,246,212,1253,10
2307,344,20,268,114,942,175,204,164,1230,10
2975,86,16,162,30,1611,241,212,97,3492,29
2341,334,22,234,86,655,164,205,176,467,10
2314,274,29,210,50,1770,129,232,235,960,2
2381,110,28,258,140,433,254,197,52,1871,3
2252,93,22,134,31,595,248,202,72,1698,3
2241,80,18,124,30,618,241,205,87,1677,3
2233,73,17,95,26,642,237,206,94,1657,3
2409,53,10,85,22,981,226,218,126,1266,6
2326,315,11,228,43,1142,192,231,180,960,11
2278,80,20,0,0,1044,242,201,80,1194,10
2268,283,12,60,7,1026,186,240,194,1253,10
2319,337,22,342,137,882,168,205,173,1180,10
2284,74,24,30,14,582,240,187,64,765,1
2270,81,26,0,0,566,244,184,53,735,1
2227,55,22,30,-12,524,228,189,84,648,10
3258,83,4,67,-3,3661,225,233,143,3810,38
3255,164,3,150,0,3485,223,240,153,3893,38
2357,329,29,108,36,150,137,191,186,175,10
2287,111,11,0,0,511,240,228,117,824,4
2290,28,29,85,49,1425,195,165,91,997,10
2364,346,23,306,167,1398,170,198,162,836,2
2490,119,12,457,243,900,241,229,116,825,6
2200,333,14,0,0,450,187,221,173,1237,16
2377,109,32,234,136,408,254,185,32,1891,3
2355,111,36,216,114,426,253,176,16,1869,3
2243,98,15,95,22,600,243,218,100,1699,3
2414,302,28,175,55,1182,131,214,218,713,10
2409,141,32,255,153,1486,247,211,66,474,3
2216,73,16,0,0,1574,237,207,96,272,3
2212,343,10,0,0,1578,200,225,163,270,14
2174,92,14,0,0,1442,241,218,105,551,14
2276,91,16,0,0,1072,243,212,93,1201,10
2390,75,14,297,65,360,236,213,104,513,4
2259,25,34,30,7,1485,182,148,81,1001,10
2260,276,17,60,20,1640,174,242,207,992,2
2282,302,19,124,18,1710,165,228,202,1001,2
2392,305,28,362,151,277,134,213,214,1785,6
2385,121,27,234,144,366,253,207,63,1921,3
2326,114,34,175,85,424,254,184,28,1867,3
2264,117,23,108,39,511,252,211,74,1782,3
2240,129,15,67,19,582,243,230,112,1722,3
2211,94,11,30,4,659,238,223,115,1663,4
2232,291,28,42,16,738,132,222,225,1608,10
2406,319,25,42,21,960,146,208,197,1299,10
2382,319,14,108,12,1091,182,226,183,780,10
2434,318,12,366,168,1337,189,229,180,644,6
2272,41,33,60,2,604,204,148,56,696,10
3278,342,3,30,1,3879,213,235,159,3778,38
3089,17,22,306,119,1945,195,188,122,3833,29
2370,52,28,379,128,1199,222,169,64,860,10
2215,9,11,0,0,430,208,219,147,1153,16
2388,127,25,242,147,324,252,215,76,1883,3
2360,119,36,192,119,361,253,184,25,1900,3
2284,117,29,124,56,446,254,198,49,1846,3
2238,133,20,60,13,541,247,226,98,1764,3
2335,297,6,210,52,1221,202,238,175,987,11
2283,109,11,0,0,1138,240,227,116,1187,10
2285,312,13,30,8,1121,185,230,185,1245,10
2330,339,19,300,24,1080,174,208,171,1351,10
3221,38,21,649,-2,902,215,188,99,1950,39
2234,126,18,0,0,450,248,224,97,1064,1
2265,118,25,85,37,450,253,209,67,1847,3
2229,301,24,42,14,685,148,222,212,1674,10
2388,327,16,85,20,1008,180,220,180,859,10
2241,90,6,0,0,1478,230,230,134,371,14
2193,48,7,0,0,1442,223,225,138,553,14
2278,90,7,0,0,1167,231,229,132,1195,10
3239,52,27,607,15,924,222,171,67,1992,39
2957,317,10,457,42,2877,194,231,178,1455,31
2947,30,18,420,58,2446,212,199,118,1471,32
2424,326,27,212,102,268,144,200,189,277,10
2502,2,6,592,123,745,211,228,154,484,6
2270,193,27,42,14,1657,206,249,162,1022,1
2369,131,29,218,128,277,252,210,65,1826,3
2246,120,25,42,18,458,253,210,69,1849,3
2396,86,15,30,10,902,241,214,99,973,6
2439,108,19,319,167,1273,249,215,87,691,6
2265,348,13,150,49,1475,194,217,161,400,10
2247,111,20,85,28,1489,250,214,84,443,2
2200,81,10,0,0,1433,234,222,118,531,2
2365,324,22,323,59,1068,159,211,188,1290,10
2395,2,17,309,125,850,194,206,146,990,6
2829,328,17,108,7,2550,177,218,179,1209,31
2448,53,10,366,133,339,226,219,127,366,2
2376,315,23,150,84,454,153,214,199,680,10
2256,178,9,0,0,1590,224,246,154,1050,17
2264,340,32,67,40,350,136,175,167,1099,10
2367,58,12,268,160,150,228,214,117,1382,2
2369,144,25,242,128,234,246,226,94,1790,3
2249,127,24,30,8,417,251,216,78,1861,3
2386,292,35,256,179,722,105,210,234,1611,10
2397,114,10,30,11,875,238,230,122,999,6
2391,72,10,0,0,886,232,220,119,983,6
2435,102,24,300,163,1252,252,201,63,708,6
2221,107,19,30,9,1438,249,213,85,499,2
2428,85,11,255,74,242,236,221,114,467,2
2473,325,28,420,215,534,140,197,191,569,10
2251,359,12,0,0,1622,202,218,153,984,17
2358,151,25,240,117,212,242,231,103,1761,3
2344,276,37,216,137,700,101,219,244,1667,10
2212,62,7,0,0,1398,226,226,134,541,2
2331,256,20,85,25,1218,169,248,215,1366,10
2400,13,16,277,130,841,203,206,137,902,6
3292,22,8,127,3,4002,215,224,145,3883,38
2471,333,24,361,207,474,158,201,178,618,10
2324,121,29,180,83,234,254,202,54,1747,3
2400,53,16,0,0,808,227,203,105,1065,6
2394,350,12,42,2,845,198,220,160,1020,16
2275,327,19,127,36,1366,170,215,183,481,10
2237,116,17,60,18,1401,247,221,96,524,2
2217,335,9,42,5,1359,200,228,167,582,14
2334,297,18,330,51,1260,168,232,203,942,11
2351,314,16,270,68,1260,176,226,189,994,11
2321,18,10,0,0,283,213,220,143,819,10
2265,349,20,192,72,1259,178,202,159,765,10
2303,355,6,0,0,1282,211,230,157,1304,10
2395,308,22,240,89,1191,153,220,204,1355,10
2413,354,13,390,107,1082,198,217,157,1206,10
3301,336,9,124,9,4134,199,227,167,3899,38
3005,327,15,285,70,1486,182,222,179,3235,22
2454,291,16,297,128,342,174,236,202,430,10
2434,185,19,390,164,1055,220,250,155,511,2
2441,244,13,446,171,997,193,250,194,511,2
2238,291,4,0,0,404,208,239,169,858,16
2274,286,35,60,32,361,102,213,239,907,10
2328,352,12,212,94,201,199,220,158,1114,10
2402,289,26,240,96,1211,140,227,222,1358,10
2430,2,14,469,160,1022,199,212,149,1090,6
2969,344,6,95,6,1657,208,230,161,3439,23
3295,22,5,390,71,1082,217,229,149,2221,40
2883,132,14,228,73,228,242,232,117,1213,29
2530,331,2,553,272,541,213,236,160,663,11
2272,80,23,0,0,1549,243,192,0,722,17
2423,185,17,351,153,1077,221,250,156,484,2
2464,240,8,466,211,874,206,247,179,503,2
2468,16,7,201,67,690,214,226,148,1533,6
2284,109,24,42,12,1216,252,205,67,674,3
